"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 06:09:41 GMT 2024","Sun Mar 24 06:09:57 GMT 2024","15915","","US-002 - Upload/Edit/Delete File Module Functionality","","User can upload a file","","User can upload a file","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 06:05:48 GMT 2024","Sun Mar 24 06:06:01 GMT 2024","13754","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:01:56 GMT 2024","Sun Mar 24 06:02:11 GMT 2024","15188","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 05:58:44 GMT 2024","Sun Mar 24 05:58:58 GMT 2024","14253","","Calendar module functionality","","user can display daily calendar view","","user can display daily calendar view","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 06:03:00 GMT 2024","Sun Mar 24 06:03:19 GMT 2024","19428","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:10:14 GMT 2024","Sun Mar 24 06:10:29 GMT 2024","15263","","US-002 - Upload/Edit/Delete File Module Functionality","","User can delete any selected item from its three dots menu","","User can delete any selected item from its three dots menu","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 06:02:27 GMT 2024","Sun Mar 24 06:02:43 GMT 2024","15819","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 05:59:11 GMT 2024","Sun Mar 24 05:59:20 GMT 2024","9108","","Calendar module functionality","","user can display monthly calendar view","","user can display monthly calendar view","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 06:09:57 GMT 2024","Sun Mar 24 06:10:14 GMT 2024","16402","","US-002 - Upload/Edit/Delete File Module Functionality","","User can create a new folder","","User can create a new folder","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 06:08:14 GMT 2024","Sun Mar 24 06:08:27 GMT 2024","12833","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:07:23 GMT 2024","Sun Mar 24 06:07:40 GMT 2024","16682","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:11:44 GMT 2024","Sun Mar 24 06:11:50 GMT 2024","6311","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 05:59:49 GMT 2024","Sun Mar 24 06:00:05 GMT 2024","15360","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:10:43 GMT 2024","Sun Mar 24 06:10:52 GMT 2024","9885","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:11:37 GMT 2024","Sun Mar 24 06:11:44 GMT 2024","6234","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:10:29 GMT 2024","Sun Mar 24 06:10:42 GMT 2024","13693","","US-002 - Upload/Edit/Delete File Module Functionality","","User can see the total number of files and folders under the files list table","","User can see the total number of files and folders under the files list table","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 06:04:43 GMT 2024","Sun Mar 24 06:04:59 GMT 2024","16045","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:07:58 GMT 2024","Sun Mar 24 06:08:14 GMT 2024","15961","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"broken","Sun Mar 24 05:59:20 GMT 2024","Sun Mar 24 05:59:49 GMT 2024","29254","","Calendar module functionality","","user can create a new event under the Calendar module","","user can create a new event under the Calendar module","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 06:09:26 GMT 2024","Sun Mar 24 06:09:41 GMT 2024","15637","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:08:27 GMT 2024","Sun Mar 24 06:08:40 GMT 2024","12965","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
